person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Carla Voinea,carlavoinea,carlavoinea@gmail.com,4090825524747,1986-06-08,"Strada Teohari Nemeș Nr. 40, Dumbraveni, 139047",0761 756 990,e9:a1:16:bf:af:7d,22.248.84.78,RO31TPXO8146987610015263,2025-02-02 18:35:04,22296,134,714,594715
Estera Popa,esterapopa,esterapopa@141.ro,1900217521158,1922-08-20,"Drumul Toma, Urlati, 874729",0253 795 816,c5:36:0a:ea:0a:d3,93.182.209.190,RO92TUGD7246458803223247,2024-11-21 06:03:35,20201,201,213,547711
Lorelei Stancu,loreleistancu,loreleistancu@post.ro,7920114283296,2022-11-12,"Drumul Clara Stănescu, Strejnicu, 948699",0721 785 762,e8:08:27:f3:d8:00,49.100.77.237,RO35MKDL9977516576974480,2024-10-18 13:13:29,15571,489,319,517236
Vanesa Pușcașu,vanesapușcașu,vanesapușcașu@141.ro,6170712250648,1922-01-01,"Drumul Dochioiu Nr. 82 Bl. 84  Sc. 33 Ap. 587, Medgidia, 519009",0256 699 597,66:62:5a:90:1d:35,136.242.31.82,RO85PINY5926758991519625,2025-03-31 06:25:38,299,816,59,423796
Alistar Albu,alistaralbu,alistaralbu@kappa.ro,4821131263226,2021-06-21,"Intrarea Felicia Niță, Fundeni, 409849",0245 513 257,60:13:58:1c:c0:3e,18.182.49.163,RO14IMAZ1039163652260077,2025-01-30 15:54:03,315,41,784,697508
Ilarion Dima,ilariondima,ilariondima@post.ro,1050716283898,1984-11-13,"Aleea Eftimie Nr. 77, Corabia, 201393",0243 124 734,6f:a0:59:f7:48:34,171.94.232.82,RO81XFAN4419329395624188,2024-09-25 09:19:14,34735,809,568,200026
Sorin Ioniță,sorinioniță,sorinioniță@gmail.com,4230324019730,1940-07-15,"Drumul Adriana Tudor, Covasna, 411639",0734 373 364,14:85:66:a5:27:b4,88.66.225.182,RO77YFAF9373725361017225,2025-03-15 07:43:58,9406,224,441,1713029
Despina Manole,despinamanole,despinamanole@email.ro,7330128040942,1957-03-15,"Strada Pușcașu Nr. 50, Curtea de Arges, 383875",0242 798 151,f8:fa:ae:09:18:b1,175.175.180.97,RO22OTTV4777983509075331,2024-06-19 23:07:36,33114,145,42,1638942
Nicoară Aanei,nicoarăaanei,nicoarăaanei@post.ro,4781006110576,1999-12-30,"Bulevardul Luciana Eftimie Nr. 560, Lupeni, 603027",0261 530 157,47:a2:e5:28:69:18,119.80.242.159,RO33VNUM4721798123061718,2024-09-28 14:51:41,25257,203,11,864609
Filip Aanei,filipaanei,filipaanei@gmail.com,6640222236040,2022-01-02,"Aleea Maximilian Popescu Nr. 35 Bl. 66  Sc. 29 Ap. 794, Lupeni, 634808",0252 838 377,97:ec:30:c6:96:04,55.252.27.52,RO30WDWV0873740615014588,2024-04-24 06:11:19,21660,259,633,1647864
Ilona Stănescu,ilonastănescu,ilonastănescu@email.ro,3231223366519,1964-02-17,"Intrarea Nicolaie Niță, Buhusi, 880664",0723 265 514,2b:87:b3:92:be:8c,181.47.149.72,RO61QRZX1212385860202450,2025-03-22 00:40:19,12017,910,260,1451290
Laura Marin,lauramarin,lauramarin@kappa.ro,7390110104189,1975-12-09,"Aleea Stan Nr. 60 Bl. 36  Sc. 14 Ap. 663, Bragadiru, 594887",0768 694 924,27:4e:5f:1a:5d:06,43.147.89.19,RO14BWZY7022161223758761,2024-09-29 16:13:15,31914,895,158,1397977
Silvian Stan,silvianstan,silvianstan@gmail.com,5540812526248,2001-03-03,"Bulevardul Tomescu Nr. 553 Bl. 89  Sc. 58 Ap. 170, Gilau, 880360",0257 060 341,99:0d:56:66:e3:62,140.127.99.156,RO49XPGI3865984371311922,2024-05-11 22:53:17,12083,808,90,171050
Andra Gheorghiu,andragheorghiu,andragheorghiu@zzup.ro,4300325012257,1973-02-15,"Drumul Albu, Baia Sprie, 103300",0245 147 347,21:76:54:ac:08:fa,8.141.97.206,RO17FKZK2553402982033517,2024-09-25 12:45:04,17,401,506,1543056
Minodora Tomescu,minodoratomescu,minodoratomescu@zzup.ro,4671204059590,1912-08-10,"Strada Ionescu, Medgidia, 850561",0244 076 622,ef:d5:08:21:bb:28,182.176.5.183,RO42NLHL1711736130674350,2024-09-23 00:25:01,18009,178,637,994989
Ciprian Pop,ciprianpop,ciprianpop@post.ro,3460104250799,1922-01-05,"Bulevardul Preda, Blaj, 254249",0727 434 746,8e:71:b8:f9:db:f9,42.216.155.174,RO25OMJY2486024665409847,2025-04-10 18:44:44,32797,185,498,184901
Alina Stancu,alinastancu,alinastancu@gmail.com,2971208383057,1973-11-24,"Soseaua Florea Nr. 74, Glina, 233832",0764 756 587,9c:94:61:89:65:0b,73.100.7.245,RO06LZPO4707388692484775,2024-05-31 13:17:35,27519,756,84,1018159
Marta Mazilescu,martamazilescu,martamazilescu@acasa.ro,7990930177044,1993-11-16,"Intrarea Anaida Suciu Nr. 650, Topoloveni, 448821",0753 805 070,b3:a2:81:bc:2c:23,175.220.160.217,RO27GRLY9949393216963700,2025-01-07 17:41:30,33553,331,38,1112214
Rafael Pop,rafaelpop,rafaelpop@gmail.com,4650401398657,1970-09-03,"Strada Crenguța Stănescu, Baciu, 184766",0265 061 491,1f:b7:b0:8e:1d:77,202.104.133.7,RO31INYW3664021493911425,2024-11-04 06:41:40,22278,982,47,814836
Zenobia Dochioiu,zenobiadochioiu,zenobiadochioiu@acasa.ro,5230817435034,1986-03-28,"Aleea Cristian Dima, Agnita, 817764",0232 843 352,e6:3a:27:fc:4b:f8,76.186.17.24,RO88NMZK0264444263720720,2025-02-25 01:44:07,29429,955,506,562549
Aurica Stancu,auricastancu,auricastancu@post.ro,6610531424064,1983-07-27,"Aleea Niță, Dumbraveni, 319509",0786 468 581,4f:4f:7f:6b:78:fd,147.246.95.114,RO27YFLH1953825703318546,2025-03-17 10:59:39,34694,913,129,1101866
Dana Nistor,dananistor,dananistor@141.ro,6630616519469,2014-04-13,"Bulevardul Nistor, Vladimirescu, 263790",0784 208 594,e1:d5:4b:a8:63:8b,125.1.58.213,RO42AAZM2991762803882438,2025-03-11 10:52:21,19126,971,318,52652
Steliana Manole,stelianamanole,stelianamanole@post.ro,1270225094963,1953-06-21,"Soseaua Ionescu, Bragadiru, 230854",0236 034 420,6a:7b:22:41:11:46,121.73.172.160,RO93ETMQ9642045838231064,2024-08-23 08:54:08,14614,444,395,1513256
Olivia Georgescu,oliviageorgescu,oliviageorgescu@141.ro,2240523271105,2000-04-25,"Strada Manole Nr. 92 Bl. 33  Sc. 89 Ap. 110, Vlahita, 297802",0725 754 797,91:ed:f7:4b:3d:1c,103.130.133.60,RO66HGGE6516331540813475,2024-07-25 21:38:46,17216,781,445,1648993
Eftimia Marin,eftimiamarin,eftimiamarin@acasa.ro,4491018419391,1925-11-01,"Intrarea Lucențiu Suciu Nr. 361 Bl. 48  Sc. 44 Ap. 990, Cugir, 608006",0739 606 658,84:7c:e0:b8:ec:d6,204.252.63.157,RO23PZQY4825727391853922,2024-12-19 00:46:02,27855,430,561,974579
Anuța Ioniță,anuțaioniță,anuțaioniță@email.ro,7110311021388,2009-10-10,"Strada Tabacu, Sighetu Marmatiei, 281035",0256 600 074,6f:4e:a9:d1:2c:e2,184.98.145.214,RO83VGCA4671514946367987,2024-07-11 19:53:23,2864,972,173,7505
Marcel Dinu,marceldinu,marceldinu@acasa.ro,6771229427977,1992-09-19,"Intrarea Albu, Toplita, 376768",0236 617 252,59:24:6d:17:0c:19,150.217.230.153,RO23KVYA9781059294086730,2024-08-23 17:26:29,2628,339,326,1844482
Andrei Florea,andreiflorea,andreiflorea@zzup.ro,8200810159587,2015-11-12,"Aleea Anda Florea Nr. 242, Voluntari, 427778",0251 900 422,2d:5a:47:d9:ba:72,37.213.222.242,RO96YOMG4117048265228816,2024-10-21 02:35:18,24347,244,398,1456383
Emil Pușcașu,emilpușcașu,emilpușcașu@gmail.com,1170416216405,1911-10-24,"Strada Gheorghiu Nr. 25, Horodnic de Sus, 890397",0755 623 977,0d:a2:b5:c3:b9:96,136.36.40.170,RO35SHHJ3049186673430904,2024-11-05 11:17:44,11575,151,483,1999822
Julieta Suciu,julietasuciu,julietasuciu@zzup.ro,2231010069761,2010-10-30,"Drumul Ionel Dobre, Tunari, 198556",0722 469 349,f2:82:07:45:9a:eb,202.219.117.74,RO67VZZE5280810784603739,2024-09-17 22:54:30,15735,738,358,1324113
Anghelina Nemeș,anghelinanemeș,anghelinanemeș@zzup.ro,2650623405802,1960-12-15,"Strada Aanei Nr. 90 Bl. 46  Sc. 77 Ap. 932, Dorohoi, 462296",0738 547 648,96:ee:12:e9:90:b2,118.151.14.103,RO90PTHN5751908235162994,2024-07-26 09:11:28,22855,483,231,1476234
Crina Dochioiu,crinadochioiu,crinadochioiu@email.ro,5120122289331,1962-04-25,"Drumul Cazimir Marin Nr. 326 Bl. 90  Sc. 10 Ap. 686, Onesti, 429753",0266 316 811,2a:0e:84:c8:94:23,122.112.245.48,RO11ZPMD3659200811781086,2025-01-29 06:11:33,3434,776,297,1025160
Lorena Preda,lorenapreda,lorenapreda@zzup.ro,2050816511817,1997-02-02,"Drumul Manole, Targu Ocna, 509212",0235 057 726,d7:5b:c1:52:d2:e6,187.146.44.56,RO55CSSL2119156209356293,2024-08-23 23:10:44,3040,729,158,1108148
Melina Diaconescu,melinadiaconescu,melinadiaconescu@141.ro,6280108130247,1984-02-12,"Intrarea Lucențiu Niță, Sacueni, 490734",0729 015 450,e5:96:59:8b:f1:ac,47.22.87.84,RO24FTZW6544966090019514,2024-05-08 15:08:06,20148,380,667,822390
Horea Dobre,horeadobre,horeadobre@zzup.ro,6080328031135,2006-09-22,"Soseaua Dobre Nr. 923 Bl. 35  Sc. 59 Ap. 747, Saveni, 341314",0264 665 037,2b:5e:14:85:18:df,199.168.107.84,RO09WXIN3356672442524507,2024-09-09 21:24:02,14644,428,663,125061
Alida Cristea,alidacristea,alidacristea@141.ro,6500218141775,1966-05-17,"Drumul Gheorghiu Nr. 486, Bals, 933578",0735 644 463,fb:99:80:01:12:8c,72.42.65.105,RO28AVUG3837170028341892,2024-08-21 21:39:02,22833,425,211,1607105
Florina Mazilescu,florinamazilescu,florinamazilescu@zzup.ro,6670527170094,1973-02-10,"Drumul Viorela Nistor Nr. 33, Targu Ocna, 676329",0743 073 134,bd:7e:97:6d:be:fa,93.142.255.60,RO90UXRM3600299055905189,2024-11-01 07:23:23,18449,226,77,1070067
Smaranda Toma,smarandatoma,smarandatoma@gmail.com,1471017339731,2019-01-04,"Soseaua Elisabeta Stoica Nr. 486 Bl. 80  Sc. 67 Ap. 902, Oltenita, 254674",0723 208 170,0c:33:37:fc:cd:67,78.90.160.138,RO55UNXX5783200972925528,2024-11-07 09:05:17,25900,191,558,1098526
Andra Suciu,andrasuciu,andrasuciu@acasa.ro,7480922287847,1973-11-13,"Strada Gheorghiu Nr. 96, Rasnov, 586126",0255 930 272,32:aa:d2:75:cd:e2,66.46.251.51,RO54MIXF2613104201504334,2025-03-22 13:14:30,34925,300,655,761001
Janina Dobre,janinadobre,janinadobre@post.ro,5251227281203,1999-11-24,"Soseaua Flaviu Marin, Medgidia, 573653",0240 140 941,9a:c9:f4:51:85:7a,40.47.144.80,RO06LOIR2869479573718587,2025-03-04 01:29:43,17802,55,748,763161
Edmond Dima,edmonddima,edmonddima@141.ro,6480525019287,1929-04-30,"Bulevardul Tabacu Nr. 186, Viseu de Sus, 331096",0720 131 822,40:d3:b0:ca:ac:0f,148.4.51.67,RO17CWNT5750696512977699,2024-10-27 08:28:03,32237,144,748,117461
Severina Cristea,severinacristea,severinacristea@141.ro,5891108426725,1981-10-29,"Intrarea Stănescu Nr. 77 Bl. 99  Sc. 59 Ap. 910, Rosiori de Vede, 512093",0234 502 069,74:b9:94:25:c7:6f,153.122.44.164,RO67YRBZ4336975242833093,2025-03-22 23:18:02,34871,958,543,1492641
Simina Stoica,siminastoica,siminastoica@zzup.ro,3900324362373,1948-02-12,"Strada Ioniță Nr. 536, Vicovu de Jos, 730692",0761 883 438,c4:ca:51:b7:f2:40,96.240.218.85,RO91BTJW9424180057203759,2025-01-08 08:39:11,12936,970,387,1649110
Axinte Aanei,axinteaanei,axinteaanei@kappa.ro,8221205412777,1956-02-18,"Aleea Mircea Albu Nr. 917 Bl. 15  Sc. 12 Ap. 660, Targu Lapus, 424078",0237 490 656,f4:bc:fd:62:6a:e0,209.89.130.27,RO73TUOR3524792161288084,2024-12-04 02:05:00,9194,908,116,231722
Atena Tudor,atenatudor,atenatudor@email.ro,7970408210852,1986-03-22,"Aleea Vlădelina Stoica Nr. 411 Bl. 46  Sc. 64 Ap. 377, Beclean, 631445",0746 870 019,24:a3:15:6d:80:7f,50.181.155.232,RO50QGIW8137435302144324,2024-10-14 07:36:58,4876,310,772,59714
Anaida Niță,anaidaniță,anaidaniță@acasa.ro,4940722113680,1915-01-22,"Intrarea Floare Mocanu Nr. 73 Bl. 35  Sc. 96 Ap. 274, Buzau, 103124",0768 777 853,3d:ac:f3:5e:da:fb,26.60.88.233,RO30TEMR0203008210930600,2024-07-07 22:39:12,17983,804,61,1198744
Xenia Toma,xeniatoma,xeniatoma@141.ro,3040214103299,2004-04-20,"Strada Aanei, Dej, 421537",0742 641 537,f9:8a:cf:42:8f:03,214.176.88.219,RO67LKHC7739026670416206,2024-08-03 03:32:48,702,623,629,724082
Frederic Preda,fredericpreda,fredericpreda@gmail.com,1720210158845,1977-09-04,"Strada Diaconu Nr. 22 Bl. 21  Sc. 54 Ap. 271, Pitesti, 476048",0751 183 949,b5:1c:cf:17:0f:c4,17.209.254.42,RO55VVAM9898446641783484,2025-04-02 21:03:42,31832,169,87,1339856
Alina Eftimie,alinaeftimie,alinaeftimie@gmail.com,6731025065674,1987-01-30,"Soseaua Manole, Cernavoda, 674384",0244 850 389,77:1c:fd:2e:b9:c5,82.41.223.99,RO36WJML7048807266393044,2025-03-24 04:07:40,32544,835,15,203547
Margareta Ene,margaretaene,margaretaene@141.ro,3260230408557,1954-10-06,"Bulevardul Nemeș Nr. 15, Lunca Cetatuii, 342448",0752 509 211,e3:81:6a:55:67:81,180.86.111.133,RO52CYHK1654584613617028,2024-10-16 09:36:12,6389,295,95,971050
Profira Mazilescu,profiramazilescu,profiramazilescu@post.ro,4360631068478,2004-02-13,"Strada Albu, Fagaras, 556489",0262 866 143,a6:ba:06:08:62:ec,111.247.45.15,RO98ZLWK1068568666686914,2024-05-23 02:42:49,35369,843,566,1989254
Robert Diaconu,robertdiaconu,robertdiaconu@kappa.ro,1170319438335,1981-11-22,"Intrarea Dumitrescu Nr. 35 Bl. 20  Sc. 70 Ap. 823, Vlahita, 289934",0722 390 761,e9:ac:ac:24:d6:34,138.203.80.100,RO58VUOU5392802138627231,2025-03-26 23:22:25,30622,598,187,1465246
Fiona Preda,fionapreda,fionapreda@acasa.ro,2921030085563,1915-06-01,"Aleea Viorela Dima Nr. 44 Bl. 55  Sc. 32 Ap. 925, Apahida, 886058",0248 123 874,15:62:40:83:54:41,171.55.101.17,RO15XKHA6329211360555894,2024-12-08 16:15:05,1113,205,148,1313024
Cedrin Albu,cedrinalbu,cedrinalbu@post.ro,1081119306349,1982-07-23,"Aleea Voinea Nr. 16 Bl. 14  Sc. 82 Ap. 794, Pitesti, 345068",0752 581 025,ce:05:59:61:c8:ca,193.180.172.33,RO95KNPR2158279452074056,2024-07-10 14:26:28,32536,284,334,816389
Emilia Stănescu,emiliastănescu,emiliastănescu@gmail.com,4401224063643,1930-03-07,"Intrarea Ionescu Nr. 83 Bl. 70  Sc. 56 Ap. 619, Amara, 240745",0742 847 167,17:54:e6:9a:af:08,181.163.139.129,RO23DECJ5930887004969680,2024-09-10 12:08:47,22164,622,228,1970380
Svetlana Diaconescu,svetlanadiaconescu,svetlanadiaconescu@gmail.com,2241031318080,2017-01-09,"Strada Popa Nr. 83, Podu Iloaiei, 205997",0753 234 270,3b:89:17:35:d8:58,129.46.65.188,RO35XBWY0437563290741957,2025-02-18 23:31:34,14352,240,591,260237
Cazimir Diaconu,cazimirdiaconu,cazimirdiaconu@141.ro,7620401054383,1949-07-20,"Aleea Suciu Nr. 23 Bl. 17  Sc. 25 Ap. 858, Rosu, 541253",0723 708 901,48:4e:4c:9e:fc:de,187.8.197.195,RO25ICAN4470730301461794,2024-11-08 20:25:33,3863,143,261,575857
Camelia Toma,cameliatoma,cameliatoma@gmail.com,2410805039789,1995-12-12,"Soseaua Nechifor Tomescu Nr. 57, Peretu, 272320",0254 941 144,b8:0d:cb:29:f1:3b,215.255.254.51,RO44BPXG3358813373869090,2024-04-18 06:30:34,30577,546,56,1143207
Catrina Diaconu,catrinadiaconu,catrinadiaconu@zzup.ro,8170120225516,1964-09-12,"Bulevardul Stancu, Beclean, 925181",0260 300 557,dd:16:a5:0e:43:c9,185.25.107.237,RO38SMBQ4626535336722612,2025-04-10 13:50:52,18039,923,176,1674570
Dafina Oprea,dafinaoprea,dafinaoprea@zzup.ro,1900430131615,1923-11-14,"Intrarea Manole Nr. 53 Bl. 67  Sc. 76 Ap. 234, Bumbesti-Jiu, 870598",0767 292 083,51:55:c5:ed:32:39,210.85.150.196,RO42CGXO3384281899314001,2024-10-22 02:04:39,33306,676,176,224461
Roxana Dumitrescu,roxanadumitrescu,roxanadumitrescu@zzup.ro,8100301061940,2022-07-03,"Soseaua Pop Nr. 541 Bl. 40  Sc. 13 Ap. 156, Barlad, 136915",0738 603 266,28:8e:39:ed:87:5b,15.137.149.180,RO09DLUV5762974885346748,2024-11-06 01:25:05,7532,399,633,678523
Casandra Dima,casandradima,casandradima@zzup.ro,2680510102106,2005-11-11,"Bulevardul Dima Nr. 188 Bl. 64  Sc. 43 Ap. 618, Dorohoi, 720000",0262 955 348,1b:d5:53:ad:26:a4,122.60.240.74,RO64WJIK4242175309935571,2024-11-18 19:13:43,33942,559,300,1891403
Florentina Ene,florentinaene,florentinaene@post.ro,2930711012932,2005-04-08,"Strada Petruța Barbu, Calarasi, 956709",0745 368 743,a1:d7:88:37:6f:6e,2.119.116.184,RO55JGIO0036299685106671,2024-04-25 10:44:16,6249,308,586,196811
Zenobia Suciu,zenobiasuciu,zenobiasuciu@141.ro,1050225423505,1997-12-01,"Aleea Eustațiu Mocanu, Feldru, 663293",0244 698 575,9a:8a:e8:17:8b:0c,189.81.145.195,RO09WEIQ8110390705720205,2024-09-01 19:07:37,9294,43,84,1782434
Despina Pușcașu,despinapușcașu,despinapușcașu@141.ro,8380512305706,2007-05-23,"Intrarea Popa Nr. 13 Bl. 94  Sc. 44 Ap. 140, Zimnicea, 970156",0247 494 950,fd:2d:52:9f:5f:b2,25.238.41.65,RO46QVXP7591627424615972,2025-02-10 12:41:22,26127,987,700,1475224
Amza Niță,amzaniță,amzaniță@zzup.ro,3160204284223,1937-10-14,"Drumul Pop Nr. 798 Bl. 19  Sc. 52 Ap. 925, Sinaia, 198775",0244 733 156,f3:e3:f5:41:3b:a5,145.200.140.232,RO72VPMX3121885173854586,2024-09-06 23:41:47,31434,640,26,1671239
Aristița Aanei,aristițaaanei,aristițaaanei@acasa.ro,7270514207157,1976-08-27,"Intrarea Marin, Targu Mures, 379221",0735 638 073,be:14:11:a8:16:0f,136.188.181.60,RO20KMSI6260316043251965,2024-06-18 05:38:36,14826,708,338,238143
Marius Barbu,mariusbarbu,mariusbarbu@kappa.ro,4941207368832,2002-11-04,"Drumul Manole Nr. 67, Magurele, 725274",0244 811 141,df:8c:33:41:e9:0f,77.247.95.229,RO82CDZA8811905744893183,2024-07-31 04:32:21,4141,746,128,307582
Adrian Preda,adrianpreda,adrianpreda@zzup.ro,4710215352991,1980-11-26,"Aleea Popescu, Zimnicea, 839511",0247 764 508,6a:03:9a:d6:dc:6b,71.178.87.230,RO67JWNT4907576696242856,2024-05-30 23:26:59,16152,736,312,650958
Laurenția Dima,laurențiadima,laurențiadima@141.ro,3521130094771,1934-10-05,"Bulevardul Florea Nr. 46 Bl. 45  Sc. 82 Ap. 412, Brad, 391146",0727 931 976,b3:f5:7e:9c:d2:ce,179.47.185.184,RO11UDEA3947748360736522,2024-06-25 21:47:02,24317,531,1,678610
Stana Preda,stanapreda,stanapreda@zzup.ro,5470513239271,1954-01-30,"Strada Popescu Nr. 89, Boldesti-Scaeni, 640348",0245 528 066,f8:ca:95:1d:0a:23,96.171.251.178,RO93TEIS6352526382137849,2025-03-24 11:02:44,12405,548,619,195244
Elvira Voinea,elviravoinea,elviravoinea@post.ro,8250225274972,2015-06-22,"Bulevardul Lia Tomescu, Talmaciu, 131544",0747 163 282,ab:c3:52:2a:2b:b1,61.26.198.183,RO13EMQR7122178350362692,2024-10-28 20:54:03,21719,852,309,16664
Lidia Stoica,lidiastoica,lidiastoica@acasa.ro,6410711513135,1930-11-09,"Bulevardul Tomescu Nr. 26 Bl. 56  Sc. 66 Ap. 796, Oradea, 320372",0765 285 713,b0:0f:4e:52:f3:a6,17.62.217.70,RO02MZLI8345012554419100,2024-07-10 11:46:06,12150,634,335,75661
Cecilia Marin,ceciliamarin,ceciliamarin@zzup.ro,5570107021438,1998-04-09,"Bulevardul Ardelean Nr. 20 Bl. 78  Sc. 59 Ap. 109, Sannicolau Mare, 948799",0736 637 730,bc:ed:c1:97:a5:fb,170.181.175.130,RO92RAVI0597221740403719,2024-04-26 05:19:56,11902,256,342,264052
Severina Tabacu,severinatabacu,severinatabacu@141.ro,3331114517142,1971-12-20,"Drumul Albert Dumitrescu, Targu Ocna, 630180",0234 298 318,67:89:7c:12:32:97,150.127.211.42,RO50PVJV0329265474750394,2025-04-04 14:37:32,21479,209,792,1654295
Vlad Dochioiu,vladdochioiu,vladdochioiu@gmail.com,5570807115032,1993-10-10,"Strada Popescu Nr. 93 Bl. 34  Sc. 38 Ap. 876, Campina, 295661",0245 114 807,4a:6a:85:04:2b:9e,107.125.8.87,RO93GCQO1302966794317615,2024-12-06 01:39:18,15647,232,171,94307
Valentina Dinu,valentinadinu,valentinadinu@post.ro,4941131266195,1998-05-23,"Intrarea Pușcașu Nr. 38, Blaj, 397817",0234 525 196,03:62:db:0e:88:39,54.176.20.244,RO75VCYG3659986284886059,2024-05-31 16:39:28,19304,797,413,1251746
Silviu Suciu,silviusuciu,silviusuciu@zzup.ro,1720916438151,1951-09-18,"Strada Mădălin Nistor, Sovata, 554496",0242 722 011,17:b4:53:59:49:88,66.223.54.7,RO08LRIY9004992078053797,2025-03-02 04:44:34,16104,490,288,1590907
Ludovic Georgescu,ludovicgeorgescu,ludovicgeorgescu@post.ro,1220729518621,1932-07-22,"Bulevardul Dumitrescu, Focsani, 942878",0269 368 960,97:d3:f5:d0:be:0c,138.124.175.156,RO42NDTX2923356583496714,2024-12-05 23:51:02,12342,323,619,1628950
Adrian Eftimie,adrianeftimie,adrianeftimie@email.ro,2430802101267,2003-10-10,"Soseaua Popa Nr. 26 Bl. 44  Sc. 65 Ap. 253, Baciu, 184447",0756 776 149,22:8d:85:fb:28:12,81.38.155.160,RO95QCYS8742336260669392,2024-05-23 21:48:52,12300,355,795,1295192
Casandra Suciu,casandrasuciu,casandrasuciu@zzup.ro,1660709184376,1953-12-28,"Soseaua Aanei, Curtici, 273995",0739 343 724,4d:de:b9:c3:e1:5e,19.80.83.28,RO76JGWX7375641375116461,2024-06-03 15:40:12,921,141,121,1932873
Anda Toma,andatoma,andatoma@gmail.com,6521002336571,1949-04-29,"Drumul Niculiță Barbu, Fundeni, 190725",0235 926 053,bb:28:54:79:d8:a1,212.200.155.98,RO25RKMG1300426369665666,2025-02-19 02:20:50,13158,907,125,1906711
Astrid Tabacu,astridtabacu,astridtabacu@kappa.ro,5380925443784,1956-09-14,"Drumul Ababei, Mizil, 999201",0768 906 623,38:2a:32:b0:a9:3f,187.149.13.173,RO48DLJR0214500022780587,2025-02-06 06:44:50,2153,866,648,1449045
Cosmin Dobre,cosmindobre,cosmindobre@gmail.com,7171004424068,2004-07-10,"Drumul Gheorghiu Nr. 815 Bl. 17  Sc. 16 Ap. 896, Valenii de Munte, 134679",0269 787 649,a1:6e:95:01:1a:35,149.190.37.113,RO04JORT3675181318258062,2024-08-14 17:51:09,11439,742,147,108117
Steliana Stănescu,stelianastănescu,stelianastănescu@kappa.ro,6101107465635,2009-11-22,"Bulevardul Tomescu Nr. 964 Bl. 60  Sc. 91 Ap. 924, Macin, 396077",0232 061 760,f9:8f:f5:12:25:f4,59.64.235.199,RO73OZEE8558862217994830,2024-12-28 05:53:44,10799,962,543,685638
Patricia Nemeș,patricianemeș,patricianemeș@gmail.com,4170830465032,1972-11-13,"Soseaua Niță Nr. 398 Bl. 30  Sc. 64 Ap. 438, Tasnad, 482189",0726 049 444,e0:af:a5:d5:27:b4,173.88.93.207,RO54ESWA1644192370687785,2024-12-08 01:26:07,35714,237,676,1664111
Casiana Ardelean,casianaardelean,casianaardelean@gmail.com,7360826081462,1970-01-19,"Strada Ica Ababei Nr. 78 Bl. 47  Sc. 45 Ap. 138, Sebis, 469871",0723 160 140,c5:c6:22:c1:37:7f,3.130.193.199,RO42HODA4923853822252564,2024-11-09 14:08:51,4923,744,753,1404380
Achim Dobre,achimdobre,achimdobre@zzup.ro,6240117291933,1958-08-07,"Drumul Stancu Nr. 741 Bl. 82  Sc. 34 Ap. 201, Viseu de Sus, 977637",0786 240 428,91:69:f6:ff:f6:52,175.8.203.78,RO83VUKU9992479094165061,2024-09-07 19:36:10,9835,435,60,213210
Octaviana Dima,octavianadima,octavianadima@post.ro,3900301456133,1931-03-19,"Intrarea Viorica Nistor, Homocea, 756039",0757 607 620,7a:93:c9:5d:fb:a1,27.10.157.46,RO14PTYG8892996653851569,2024-07-08 21:55:18,31677,112,171,1344844
Tudora Niță,tudoraniță,tudoraniță@zzup.ro,6931230126702,1969-06-02,"Intrarea Mocanu Nr. 29, Straja, 915164",0752 835 626,ea:4c:e2:e0:3d:c9,58.150.204.167,RO20NMHU9026364689799165,2025-02-28 18:17:05,16307,209,171,1632770
Ștefania Ionescu,ștefaniaionescu,ștefaniaionescu@acasa.ro,3181010319239,1934-11-03,"Bulevardul Bogdan Cristea Nr. 78 Bl. 74  Sc. 97 Ap. 282, Oravita, 982672",0732 361 312,22:0b:da:2b:e2:34,153.34.99.121,RO76WAUU1667354675750771,2024-08-18 19:18:20,24991,996,361,737877
Liana Dobre,lianadobre,lianadobre@email.ro,7841221176638,1930-05-14,"Bulevardul Nemeș Nr. 33, Simleu Silvaniei, 297385",0250 371 542,de:a7:6d:4a:bb:bb,32.120.153.13,RO14FLKM2816660558634656,2024-12-09 23:15:52,34686,276,509,1394235
Ramona Nistor,ramonanistor,ramonanistor@acasa.ro,7620309407401,1987-10-02,"Intrarea Gheorghiu, Iasi, 637321",0237 221 367,90:fa:91:47:9d:87,139.247.10.143,RO33EYNM6292554076292320,2024-09-10 21:20:49,18705,791,755,1179903
Panagachie Cristea,panagachiecristea,panagachiecristea@zzup.ro,7470802098991,2010-12-26,"Drumul Dumitrescu Nr. 67, Cobadin, 309847",0247 709 335,ce:4e:18:64:f9:1f,178.13.205.26,RO62GWTY8460817632413663,2025-01-06 12:43:17,25005,597,553,842395
Pompilia Popescu,pompiliapopescu,pompiliapopescu@gmail.com,7521006232451,1960-06-18,"Drumul Dumitra Nemeș Nr. 560, Satu Mare, 815138",0769 555 442,7c:92:c0:64:32:39,222.171.113.148,RO48UZLU4589638909965945,2024-08-24 21:27:45,27890,964,637,121477
