person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Niculiță Stoica,niculițăstoica,niculițăstoica@kappa.ro,3200714116986,1960-09-10,"Bulevardul Sebastian Ionescu Nr. 790 Bl. 54  Sc. 70 Ap. 124, Fundeni, 986561",0771 996 297,c4:62:61:be:a7:85,136.181.76.120,RO22JEFM5755220618452870,2025-04-08 18:02:04,6618,700,12,602482,4ba7855e-2565-4322-b62b-a951200301a9
Lorin Ionescu,lorinionescu,lorinionescu@141.ro,6431224387727,2022-08-08,"Intrarea Georgescu, Arbore, 918028",0784 260 438,38:ac:0c:0f:3d:10,19.82.128.66,RO10CLTK0654542994753769,2025-04-08 18:02:04,4918,644,50,153865,6c75b348-a248-4753-aa52-6c1d4c9a1f9c
Bebe Nemeș,bebenemeș,bebenemeș@email.ro,1341101514455,2014-07-21,"Soseaua Eftimie, Sighetu Marmatiei, 668602",0742 529 396,42:82:2e:8e:ec:27,153.59.230.232,RO66LHQV6932390791496595,2025-04-08 18:02:04,19271,766,693,1002985,a7a7c4a5-3313-4178-af5b-1663c66bbd04
Vasilica Dobre,vasilicadobre,vasilicadobre@141.ro,3260426163409,1950-06-04,"Bulevardul Stancu Ababei Nr. 135 Bl. 37  Sc. 98 Ap. 752, Oradea, 849060",0262 102 448,3c:05:36:e2:93:75,72.119.157.92,RO75WXMT0825166265632906,2025-04-08 18:02:04,21109,310,179,776146,d259c514-ec96-4f52-a0a2-f55da4a905c8
Cristian Stancu,cristianstancu,cristianstancu@zzup.ro,7030125162091,1963-05-02,"Bulevardul Stoica, Ramnicu Valcea, 105999",0740 110 313,a0:88:6e:1f:d9:d7,195.75.94.17,RO45ZLNL0110812132308554,2025-04-08 18:02:04,24937,307,481,746040,f0791190-b688-4347-82d0-36e724a537ef
Andrada Gheorghiu,andradagheorghiu,andradagheorghiu@acasa.ro,5011130085305,1921-08-14,"Drumul Voinea Nr. 930 Bl. 17  Sc. 86 Ap. 672, Constanta, 722072",0253 494 351,38:e2:b7:95:6f:00,16.241.164.47,RO35QXCU0778269715942275,2025-04-08 18:02:04,6976,548,14,194162,a7ea527c-2b51-4c58-a61a-a0e6198f8776
Antonia Stancu,antoniastancu,antoniastancu@kappa.ro,2080917200495,1945-04-28,"Soseaua Axenia Ababei, Buftea, 132139",0749 955 891,dc:bd:8a:ff:8d:0f,50.75.3.168,RO37PIYL0468693233912213,2025-04-08 18:02:04,15223,564,181,135723,bdb84c6e-61dd-4f08-b287-9cdef012d8cc
Pamela Tudor,pamelatudor,pamelatudor@email.ro,6111128306235,1964-08-21,"Intrarea Popa, Chitila, 872947",0746 159 189,98:58:b8:5a:aa:b4,187.16.93.35,RO03BZAJ5314654665963808,2025-04-08 18:02:04,14139,538,156,420818,c0c4be1b-2541-4466-97d7-37f672213fa7
Ruxanda Popescu,ruxandapopescu,ruxandapopescu@acasa.ro,8170230261314,1927-07-09,"Drumul Stan Nr. 37, Giroc, 722543",0748 738 287,9a:98:10:ba:86:9c,137.198.18.84,RO87KPQN0149608064089272,2025-04-08 18:02:04,8973,769,186,16068,09f1b56d-9a03-41ac-a290-3b6fa01d61a7
George Tudor,georgetudor,georgetudor@zzup.ro,6900226322486,1983-12-07,"Strada Mocanu, Branesti, 916048",0736 540 036,94:d1:de:ae:83:9a,100.17.7.212,RO13OIII6383800750290824,2025-04-08 18:02:04,5781,61,683,1203176,4e728b0e-ff5b-489d-81d4-4116606f2108
Ancuța Oprea,ancuțaoprea,ancuțaoprea@acasa.ro,7750610115293,1971-08-02,"Drumul Toma Nr. 521 Bl. 40  Sc. 89 Ap. 590, Dorohoi, 238530",0252 706 416,72:ba:4f:d0:e8:21,218.78.70.230,RO09UIYO0353565640326318,2025-04-08 18:02:04,33714,405,228,447136,f5ed5c8c-7526-4529-bcf1-6bf3db46f70b
Silviana Tudor,silvianatudor,silvianatudor@post.ro,3310615346681,1918-12-11,"Bulevardul Tabacu Nr. 240 Bl. 26  Sc. 51 Ap. 773, Buhusi, 385089",0726 778 522,14:c1:21:3d:22:20,73.175.49.24,RO54CIBO0632928548124844,2025-04-08 18:02:04,35138,694,580,821057,8ffdc5fe-d048-4fd7-91bc-0e56df4d4339
Vlad Popescu,vladpopescu,vladpopescu@zzup.ro,5230724221640,2008-04-17,"Drumul Eftimie Stan Nr. 135, Pecica, 767294",0257 211 342,3a:4c:84:44:59:79,6.26.75.104,RO26RMRP3479813882056635,2025-04-08 18:02:04,15863,25,625,650494,119ccc8e-dcee-43f5-b497-9e6703c2dbfa
Cedrin Nistor,cedrinnistor,cedrinnistor@gmail.com,3091028235927,1976-02-06,"Soseaua Camil Stancu Nr. 63, Pancota, 432098",0256 623 478,84:21:ad:04:08:3f,128.222.27.58,RO40GYVV6717721813790739,2025-04-08 18:02:04,19785,831,507,839774,59eafe0d-d62b-4069-bc96-0650c708beee
Adina Nistor,adinanistor,adinanistor@zzup.ro,6360207039856,1938-03-23,"Aleea Gheorghiu Nr. 475 Bl. 13  Sc. 25 Ap. 539, Medias, 102374",0242 824 943,9c:a9:54:46:33:56,55.84.247.59,RO92TBLZ9780704266686782,2025-04-08 18:02:04,32113,762,524,1817371,d81595e2-5355-411e-b73e-531d4cf71b9c
Ioanina Nistor,ioaninanistor,ioaninanistor@141.ro,5640306277828,1947-09-01,"Drumul Emanuil Dobre, Bragadiru, 155843",0756 487 001,a2:b4:02:8b:f8:e1,26.34.34.15,RO83WIFF5618975153124933,2025-04-08 18:02:04,35830,731,489,1670812,cff0148d-97b3-4aec-9c28-5c33cb3ef2c9
Cristina Manole,cristinamanole,cristinamanole@post.ro,7910519269049,2000-10-20,"Strada Georgescu Nr. 494, Nasaud, 536038",0711 668 634,9a:52:9a:6e:48:bb,75.242.83.238,RO20ENHX2007940367259789,2025-04-08 18:02:04,14802,248,346,1965274,e3ee1f27-99aa-483f-ab4a-c0ddcf216ce5
Petronela Pușcașu,petronelapușcașu,petronelapușcașu@post.ro,4260121248191,2000-10-21,"Aleea Codrin Preda, Sfantu Gheorghe, 465110",0244 988 743,d8:7c:a7:6a:8f:30,192.28.50.236,RO89MNOP0296786988904927,2025-04-08 18:02:04,3963,302,575,176825,982ea203-92de-4fbb-afce-ada9b25d95f5
Ecaterina Diaconescu,ecaterinadiaconescu,ecaterinadiaconescu@kappa.ro,6980514142305,1947-08-29,"Intrarea Olivia Mocanu Nr. 740 Bl. 65  Sc. 89 Ap. 183, Cluj-Napoca, 378880",0262 087 631,68:89:5d:8f:b7:a9,3.3.45.59,RO34OWUE0976935387610434,2025-04-08 18:02:04,3843,799,516,1370560,29042962-f173-41e2-b3f3-d36b56ec5f74
Georgiana Niță,georgiananiță,georgiananiță@141.ro,2021101263997,1924-07-23,"Soseaua Marin Nr. 100 Bl. 70  Sc. 66 Ap. 689, Vaslui, 186967",0260 246 742,9a:99:26:81:63:55,3.205.42.0,RO68AVWN0850434271565941,2025-04-08 18:02:04,3475,273,657,35630,16f24baf-a5b0-41aa-b9e0-0849dc8627e1
Ica Nistor,icanistor,icanistor@acasa.ro,4941017424556,1915-12-16,"Strada Ardelean, Tandarei, 522236",0738 428 841,78:3b:4e:b9:4c:eb,137.52.138.235,RO74GYEN2718091135894072,2025-04-08 18:02:04,31336,953,399,830431,4abaca26-1dc8-40af-a221-c06de6451d36
Rareș Eftimie,rareșeftimie,rareșeftimie@gmail.com,7120715309449,2013-11-28,"Drumul Tudor Nr. 56, Craiova, 872595",0253 560 769,14:27:ac:d0:94:97,57.144.60.253,RO37CEUU1823627540715255,2025-04-08 18:02:04,22808,235,654,1599962,4b5025bf-93cb-4846-8c57-c627cb48c7ae
Renata Dochioiu,renatadochioiu,renatadochioiu@zzup.ro,2911220095580,1931-01-10,"Aleea Octavia Stancu Nr. 843 Bl. 85  Sc. 34 Ap. 887, Cumpana, 900988",0248 558 737,00:b4:37:42:fd:fe,206.56.250.65,RO51HRMD7731432922817221,2025-04-08 18:02:04,26368,788,334,1061261,0e5535fd-948e-480b-859f-41ec64b8590f
Dorel Nistor,dorelnistor,dorelnistor@post.ro,6471129044561,1980-09-19,"Drumul Ionescu, Darabani, 536256",0235 699 382,8e:92:cb:ce:a1:92,71.43.148.114,RO70CEZJ0687142561140437,2025-04-08 18:02:04,2530,872,638,1262573,29523a3c-ff57-4975-a0a0-d6b02bf4423c
Zaharia Gheorghiu,zahariagheorghiu,zahariagheorghiu@post.ro,1270601284281,2018-06-20,"Aleea Dumitrescu, Sacele, 218178",0741 981 300,42:30:35:54:d0:5e,105.143.17.20,RO47EWTS4409762362841793,2025-04-08 18:02:04,33115,634,184,76557,5b3c38e7-a131-4884-8407-222c1f738869
Zenobia Gheorghiu,zenobiagheorghiu,zenobiagheorghiu@141.ro,7330317362863,1949-12-21,"Intrarea Gheorghiu Nr. 11, Harsova, 508430",0754 464 550,6e:01:bd:44:7b:3c,21.160.227.219,RO25MLMI3699773122102366,2025-04-08 18:02:04,19809,64,163,92262,13397740-957d-4294-aa4f-35f9b200498e
Milena Marin,milenamarin,milenamarin@141.ro,2490527128259,1910-03-01,"Intrarea Severin Gheorghiu, Adjud, 366708",0751 839 561,4c:4f:80:12:05:d8,103.138.23.132,RO44SQMR7159546993487459,2025-04-08 18:02:04,19373,666,47,769799,71db7214-114e-4cb2-8079-f0fce238ed94
Luca Marin,lucamarin,lucamarin@acasa.ro,4670102446115,2017-12-18,"Aleea Ababei Nr. 113 Bl. 63  Sc. 35 Ap. 621, Nadlac, 275277",0244 357 346,c2:f7:b7:f7:86:1c,73.192.69.253,RO22ZQQX7664451551548258,2025-04-08 18:02:04,16215,932,165,1208528,2c5585cf-15fc-4887-8261-805ffe0d6766
Despina Preda,despinapreda,despinapreda@acasa.ro,8470118108630,1932-03-02,"Soseaua Dochioiu Nr. 308, Ianca, 914546",0754 698 229,90:ff:2d:4c:b1:fa,171.229.14.69,RO66DRXI6139529951752474,2025-04-08 18:02:04,29353,717,476,1273169,e9a0af21-94bb-4d09-bf00-11c2911b0c01
Tamara Ababei,tamaraababei,tamaraababei@kappa.ro,7740208279380,1968-02-18,"Strada Adelaida Niță Nr. 673, Hateg, 101068",0231 875 313,8a:53:67:67:e5:10,166.145.32.29,RO66ITKE4055148417371662,2025-04-08 18:02:04,20996,649,574,1167574,244c56b0-7a08-4698-9421-af11ef7744ac
Varvara Dima,varvaradima,varvaradima@post.ro,3840414307525,1993-10-18,"Drumul Pușcașu, Lupeni, 455175",0743 103 781,ba:60:e3:a1:2a:3a,208.15.230.212,RO73XAXT3263913956723354,2025-04-08 18:02:04,24584,134,261,333291,8d025d51-94e1-4039-bc3a-4c8d2175bc57
Cipriana Manole,ciprianamanole,ciprianamanole@acasa.ro,2120108413812,2011-01-12,"Aleea Voinea, Iasi, 409582",0728 209 268,aa:05:26:39:57:07,98.35.61.81,RO47GWSH1039782386303526,2025-04-08 18:02:04,18110,641,726,1857878,9c43b8ff-4fb7-4e57-a9c8-dfadce7943a2
Jenel Nemeș,jenelnemeș,jenelnemeș@email.ro,8960205437111,1997-12-31,"Soseaua Marin, Oravita, 392660",0766 124 803,a4:f9:c6:84:8f:21,193.187.49.81,RO85HZYJ6571910812883553,2025-04-08 18:02:04,28010,404,800,850750,06b402a4-e3c6-4f63-ba53-1ceb6746a4fe
Corneliu Gheorghiu,corneliugheorghiu,corneliugheorghiu@kappa.ro,7071106154077,2002-02-22,"Drumul Manole, Popesti-Leordeni, 195646",0746 164 358,24:58:03:45:68:a5,44.237.79.11,RO36RNJG4230435177734966,2025-04-08 18:02:04,32995,373,681,347244,7feb2fa7-0996-400f-af71-2e4461357791
Vera Ene,veraene,veraene@email.ro,2020305290544,2018-12-02,"Bulevardul Ligia Ioniță, Odorheiu Secuiesc, 471706",0247 406 244,ba:9b:0b:de:42:1b,4.16.197.161,RO51EGBZ5660371370800599,2025-04-08 18:02:04,279,132,692,1833795,8386ea50-8892-4d9a-9bf9-752049a2a668
Felix Stan,felixstan,felixstan@gmail.com,4060218395253,2009-08-27,"Strada Marga Stancu, Jibou, 289281",0734 316 249,d2:24:8f:c3:bb:9b,223.1.36.106,RO74HNHO2355231863321872,2025-04-08 18:02:04,17238,362,29,1340919,dd869e02-50eb-4942-9b7a-54a54cb49dfd
Pătru Manole,pătrumanole,pătrumanole@gmail.com,8811013231343,1933-09-29,"Aleea Gheorghiță Popa, Modelu, 815025",0733 946 819,88:ac:15:97:ab:1d,133.62.202.13,RO68JBZG5367601451460159,2025-04-08 18:02:04,14495,218,533,870418,9ff348a4-5d0f-4a0e-85a1-60567ab82cae
Estera Tabacu,esteratabacu,esteratabacu@141.ro,3790318465054,1919-01-29,"Soseaua Nelu Nemeș Nr. 86 Bl. 75  Sc. 58 Ap. 683, Paunesti, 162902",0721 243 716,12:fb:23:74:58:8e,157.121.72.226,RO24LRUS1723277119188933,2025-04-08 18:02:04,7664,156,654,1569027,5fa0ef48-dd18-4c01-b992-2769c5747158
Adelaida Dinu,adelaidadinu,adelaidadinu@email.ro,1670321412706,1924-03-01,"Strada Nicoleta Aanei Nr. 35 Bl. 10  Sc. 84 Ap. 262, Husi, 783924",0744 523 607,d0:15:a8:40:07:d5,162.56.222.55,RO69IGEO0399255171715512,2025-04-08 18:02:04,35883,314,664,109614,4b9ef7fd-2324-41cf-ae59-f4e4e6935b4e
Julieta Manole,julietamanole,julietamanole@acasa.ro,3910411443920,1967-08-25,"Aleea Manole Nr. 160, Hateg, 358020",0231 522 151,b0:b3:fc:ea:32:54,182.112.80.205,RO58ETQL6411588088502074,2025-04-08 18:02:04,10752,177,304,338790,da6ea25b-9c5f-432d-ac89-bda763b72eb6
Pompiliu Suciu,pompiliusuciu,pompiliusuciu@post.ro,6180105177324,1939-07-14,"Soseaua Gheorghiu Nr. 39 Bl. 99  Sc. 85 Ap. 983, Lupeni, 319213",0766 979 651,7a:c0:22:e1:3f:3c,82.181.132.237,RO19OOPO7205085815214090,2025-04-08 18:02:04,34121,444,223,895567,1cafa494-fb45-4616-ba4a-b3bedfe4cc14
Mihaela Voinea,mihaelavoinea,mihaelavoinea@141.ro,7230701451865,1998-09-08,"Soseaua Dima, Deta, 979770",0744 495 272,b8:4b:94:b0:2a:96,131.169.224.112,RO96HFYB4154595795165379,2025-04-08 18:02:04,5514,590,518,1649226,95080ec8-52a9-48c6-b69d-c5ba2ff7c033
Corina Florea,corinaflorea,corinaflorea@kappa.ro,2850817036061,1989-10-05,"Intrarea Valeriu Diaconu Nr. 29 Bl. 63  Sc. 62 Ap. 440, Petrosani, 956894",0262 049 264,58:e8:9a:10:a4:0a,157.81.184.70,RO59MPPV0964432637297102,2025-04-08 18:02:04,26951,146,643,708547,8c1aaf9d-7b79-4b78-91a2-022974bfd165
Salomea Eftimie,salomeaeftimie,salomeaeftimie@zzup.ro,3020723388652,1919-01-14,"Drumul Aanei Nr. 796 Bl. 73  Sc. 80 Ap. 112, Curtici, 884623",0749 094 089,50:42:8d:01:d4:9e,24.220.137.254,RO83JZUY1910601702404998,2025-04-08 18:02:04,18551,551,278,1733756,7c013f07-3d32-4114-a4a8-8534d6f71c28
Florica Diaconu,floricadiaconu,floricadiaconu@zzup.ro,4390431057302,1941-03-11,"Intrarea Edgar Preda, Fetesti, 144807",0733 378 352,84:bb:07:4a:14:48,107.79.200.136,RO51LTVJ9036226506774802,2025-04-08 18:02:04,1682,410,491,1255105,83d3d7cb-bd23-4eef-aa4d-2d13cfa155fb
Ruxandra Stoica,ruxandrastoica,ruxandrastoica@141.ro,7531119166451,1969-10-28,"Bulevardul Dinu, Boldesti-Scaeni, 816940",0742 950 414,32:8b:2a:90:b8:61,2.127.188.242,RO05FDXB7657955351547613,2025-04-08 18:02:04,4863,153,541,957444,38d699f1-8843-4b83-a122-2f0f9d3998ea
Lucrețiu Stoica,lucrețiustoica,lucrețiustoica@email.ro,4051214187754,2002-06-06,"Soseaua Dinu Nr. 522 Bl. 76  Sc. 56 Ap. 190, Valu lui Traian, 496739",0245 971 160,46:cf:a0:94:85:0b,163.189.4.100,RO05ZZDQ2637462074499461,2025-04-08 18:02:04,17670,651,633,711336,6a77dbf3-104e-43fe-85f1-7ee08769e07e
Stancu Aanei,stancuaanei,stancuaanei@acasa.ro,1490426136481,1983-09-14,"Strada Barbu Nr. 18, Intorsura Buzaului, 411014",0238 227 325,2e:3d:46:d6:83:f4,31.80.226.158,RO87GYJJ2669465645202536,2025-04-08 18:02:04,1728,88,367,854673,ab9f6a06-8709-4741-9c36-98d28b3ee926
Voicu Stoica,voicustoica,voicustoica@email.ro,3500910293428,1996-09-19,"Intrarea Nistor Nr. 19 Bl. 92  Sc. 12 Ap. 669, Mizil, 855481",0245 602 887,72:9f:3c:ed:23:a1,126.73.99.156,RO09NFIC3720090539174169,2025-04-08 18:02:04,15888,18,587,957710,3f302b44-0520-45c0-99d7-12e4d9de8b93
Laurențiu Dinu,laurențiudinu,laurențiudinu@zzup.ro,4581107208627,1926-10-08,"Drumul Popa Nr. 86 Bl. 21  Sc. 69 Ap. 138, Sadova, 741813",0256 540 294,70:bc:88:8c:e7:e1,143.4.131.40,RO05XQAM3770464281113232,2025-04-08 18:02:04,24218,922,405,164453,e6652b9c-ac39-4e09-bf35-9ac840f0ea42
Silviana Albu,silvianaalbu,silvianaalbu@zzup.ro,1610322252304,1966-08-22,"Intrarea Daria Mazilescu Nr. 13 Bl. 92  Sc. 66 Ap. 637, Sacueni, 253728",0251 633 000,2a:cd:23:b6:59:5e,128.118.241.248,RO27GONX2716821028008126,2025-04-08 18:02:04,23810,2,202,1270472,1d4ef40b-97ec-4f5f-a0ac-1bb933a1e4da
Damian Florea,damianflorea,damianflorea@email.ro,7410413249659,2019-08-13,"Soseaua Miruna Popa, Raducaneni, 807331",0745 703 026,4a:44:7c:38:29:13,215.126.83.7,RO66XQMM3435337365290498,2025-04-08 18:02:04,6847,760,327,1952804,3e17897e-7c95-45c4-8afd-4e82e92e5adc
Edgar Nistor,edgarnistor,edgarnistor@acasa.ro,1820527330759,1980-12-18,"Drumul Barbu Nr. 767, Seini, 682922",0232 382 037,42:01:b8:54:ec:d4,96.50.168.159,RO96XCNW7418117027486318,2025-04-08 18:02:04,15254,33,398,288929,372a61b6-24f6-490e-b6bd-85e2f767535d
Silviu Barbu,silviubarbu,silviubarbu@email.ro,8880510228492,1921-01-01,"Strada Dinu, Jimbolia, 889722",0723 190 442,de:a0:98:23:ad:f4,108.249.40.176,RO16RIEJ8700537519200115,2025-04-08 18:02:04,9727,666,640,1982852,29f506e8-00a0-434b-8993-3790e569faee
Nicodim Stan,nicodimstan,nicodimstan@gmail.com,5541207105195,2024-06-01,"Drumul Barbu, Maieru, 204735",0786 409 675,2e:3e:aa:e6:0b:17,108.18.244.104,RO79AAKY1523359512060866,2025-04-08 18:02:04,3466,897,552,804166,30f20808-1862-40ff-97b5-948f7ef531c0
Virginia Oprea,virginiaoprea,virginiaoprea@zzup.ro,6320811381219,1929-08-27,"Strada Vasilica Nistor, Iernut, 369955",0239 547 874,24:bf:df:08:8f:22,18.188.140.158,RO46DGML5274830239793769,2025-04-08 18:02:04,34967,678,475,65934,b1038051-d615-43bb-9ded-d9ef3b2aa01c
Floare Oprea,floareoprea,floareoprea@kappa.ro,3431119406157,1930-01-14,"Aleea Preda Nr. 918 Bl. 33  Sc. 53 Ap. 352, Vicovu de Sus, 758772",0265 449 716,06:8b:b8:94:c0:2d,148.154.79.156,RO39YDOB1428648037580291,2025-04-08 18:02:04,7363,256,119,74022,03b24c97-d148-4c43-8023-9832f009603b
Monica Preda,monicapreda,monicapreda@gmail.com,6910830046862,1993-07-25,"Intrarea Voinea, Rodna, 336204",0248 301 207,da:6e:cf:5d:8e:3e,22.87.117.83,RO05KCTC0793870065592140,2025-04-08 18:02:04,34914,836,606,336423,64b632f8-e670-458d-b5fa-d7f3c54c18f6
Amelia Ene,ameliaene,ameliaene@acasa.ro,1830512411741,1962-07-21,"Strada Tomescu Nr. 47 Bl. 14  Sc. 82 Ap. 374, Anina, 330732",0261 840 232,62:ee:ef:86:36:57,32.15.153.150,RO34BNRX0845255584102714,2025-04-08 18:02:04,6529,834,25,1443073,005bbf78-3d28-42de-9685-b46f7c2d1534
Gheorghe Pușcașu,gheorghepușcașu,gheorghepușcașu@acasa.ro,6501121434893,2003-10-26,"Aleea Diaconescu Nr. 703 Bl. 86  Sc. 25 Ap. 193, Calarasi, 396647",0768 150 695,e0:bc:5d:bf:c1:05,139.122.130.22,RO68UQXS1835058510040980,2025-04-08 18:02:04,8705,184,662,919889,2a2d29ed-5c8a-44b8-b5dc-c11b13e2ccc3
Marcu Stoica,marcustoica,marcustoica@acasa.ro,3300911384814,2011-06-04,"Intrarea Toma, Victoria, 195665",0752 944 156,d2:d5:24:4f:1f:98,25.163.22.19,RO08VZBH8779369858231494,2025-04-08 18:02:04,10425,158,128,340648,a31c0548-23ba-4728-af6d-b74b6f118313
Anca Albu,ancaalbu,ancaalbu@zzup.ro,3790521328148,1969-02-07,"Drumul Cristea Nr. 991, Mogosoaia, 356911",0255 611 894,18:5c:c5:5c:65:d7,69.149.202.32,RO56RXTG8076443577219311,2025-04-08 18:02:04,34129,153,351,1247173,142264b9-fc6c-4618-b56b-261df841083c
Aurica Tabacu,auricatabacu,auricatabacu@zzup.ro,6910109245758,1911-04-07,"Intrarea Ionescu Nr. 84, Oituz, 508283",0749 164 267,1a:a7:08:41:40:a8,57.69.208.142,RO72ZXBU5686359544771253,2025-04-08 18:02:04,7496,935,446,1685226,9f2a10f4-f159-41d3-9c30-ab163ad99baa
Cosmina Stănescu,cosminastănescu,cosminastănescu@post.ro,6530714379852,1973-09-04,"Aleea Voinea Nr. 599, Tuzla, 987978",0771 408 776,6e:85:19:28:f6:04,44.3.48.27,RO97SMED2153423553525528,2025-04-08 18:02:04,8446,342,542,682477,f78c3903-f65f-4a55-b312-8493ae59bb12
Cristea Diaconescu,cristeadiaconescu,cristeadiaconescu@zzup.ro,7990507123559,1934-01-31,"Strada Pop Nr. 49 Bl. 35  Sc. 82 Ap. 571, Modelu, 418862",0754 267 827,0e:bc:af:62:d2:ee,81.83.100.150,RO51VWWG5789254833215989,2025-04-08 18:02:04,19152,85,794,1624533,f9d874db-bd42-4a7b-8a7b-c89dcbe13782
Adelaida Popescu,adelaidapopescu,adelaidapopescu@zzup.ro,2200431295751,2004-09-18,"Drumul Alice Voinea, Ramnicu Valcea, 260625",0750 812 500,0a:b4:63:b3:e6:24,186.175.254.106,RO97VYOV3451407165219983,2025-04-08 18:02:04,2505,264,41,702132,f9e9778f-6f6a-4c81-97b3-4bb45419c893
Lascăr Popescu,lascărpopescu,lascărpopescu@email.ro,3430416088195,1997-06-15,"Bulevardul Ardelean, Teius, 147458",0237 594 382,40:a4:f8:c8:dd:15,183.155.176.142,RO28JYAS7408084679115331,2025-04-08 18:02:04,29510,26,23,1904280,70822396-1877-45bf-86ae-ade1ff4110e6
Atena Pușcașu,atenapușcașu,atenapușcașu@141.ro,3461027335938,1939-08-30,"Drumul Tabacu Nr. 74 Bl. 68  Sc. 99 Ap. 319, Targu Ocna, 957317",0262 766 902,44:3f:dc:ae:76:d8,125.184.16.21,RO38VWSY8552213602111037,2025-04-08 18:02:04,30778,876,133,462608,86531235-1f95-4d06-8104-06609f78b67b
Anca Ardelean,ancaardelean,ancaardelean@post.ro,7520931465426,1951-12-23,"Intrarea Nistor Nr. 563, Lipova, 894811",0749 124 403,c0:3a:fa:89:7b:23,129.161.55.85,RO33QLUT6702150880234146,2025-04-08 18:02:04,26707,49,671,65332,6691650e-e29e-427a-a0f4-6ebedf40abfc
Mărioara Albu,mărioaraalbu,mărioaraalbu@kappa.ro,7450625315751,1921-11-13,"Intrarea Ina Manole Nr. 76, Constanta, 335133",0764 346 353,e2:8b:0c:13:02:3d,149.45.4.88,RO68XEEZ1778019102878462,2025-04-08 18:02:04,501,112,688,1583793,5aa1a343-7d64-452f-bbdc-995f2f74c257
Iustina Preda,iustinapreda,iustinapreda@email.ro,4830813023305,2016-04-29,"Drumul Stancu Nr. 73, Rasinari, 817555",0733 450 038,f0:7c:f5:17:63:e8,178.14.222.34,RO45QTUR2083212336898853,2025-04-08 18:02:04,30523,234,155,1712601,241ad011-5899-45b6-8ebc-04b63edf747f
Mălina Popa,mălinapopa,mălinapopa@email.ro,2690518093176,1940-08-15,"Soseaua Toma Nr. 69, Seini, 421872",0770 541 242,0e:d3:6f:e3:af:b8,17.227.239.245,RO77NIML7366612047628546,2025-04-08 18:02:04,33480,662,314,370234,1d6a4218-c05e-4d07-a962-5c5041953ba2
Despina Oprea,despinaoprea,despinaoprea@kappa.ro,2850114417354,1923-04-29,"Strada Popa Nr. 821 Bl. 58  Sc. 61 Ap. 471, Reghin, 226415",0742 169 438,7a:b1:eb:24:36:3d,199.243.16.80,RO54WXGD2020805771831060,2025-04-08 18:02:04,28798,460,730,806834,5d9328a0-4a04-4a15-9caf-4bb0fd149b96
Ștefania Stan,ștefaniastan,ștefaniastan@post.ro,3860510404718,1910-05-02,"Drumul Cristea Nr. 747, Viseu de Sus, 799010",0264 392 244,c6:0e:57:65:bb:8e,102.167.108.0,RO37JAAZ4643599456045950,2025-04-08 18:02:04,34397,668,448,684498,acdf82e0-c161-4fbc-aadc-2fda62135063
Nicolae Stănescu,nicolaestănescu,nicolaestănescu@141.ro,8110127201127,1946-06-26,"Bulevardul Blanduzia Dochioiu, Busteni, 734227",0732 422 074,0e:a0:c8:cc:a2:84,116.159.89.159,RO92MJRD3336644752320970,2025-04-08 18:02:04,1164,380,129,283227,2c0a6924-a7ba-4d0b-bc47-6faffde036dc
Constantin Stancu,constantinstancu,constantinstancu@acasa.ro,4351210373853,1969-01-09,"Strada Nicoleta Mazilescu Nr. 230, Rasinari, 423982",0235 376 300,ee:74:2f:cb:ae:bd,64.132.36.82,RO69KBTL4512067761080547,2025-04-08 18:02:04,18053,972,469,146262,ff178a5f-cfac-474d-98b5-079d17dfc138
Dragoș Manole,dragoșmanole,dragoșmanole@post.ro,3930407242134,1954-09-06,"Drumul Dochioiu Nr. 23 Bl. 38  Sc. 14 Ap. 950, 1 Decembrie, 539796",0728 628 433,3e:36:5a:69:9b:59,223.96.189.83,RO25GEKS1107825406742087,2025-04-08 18:02:04,11039,832,432,969086,333f0599-46e3-449b-a049-dee4d64fd291
Valeriu Tudor,valeriutudor,valeriutudor@zzup.ro,6401111372673,1998-11-28,"Drumul Toma Nr. 29 Bl. 98  Sc. 86 Ap. 422, Titu, 310480",0739 225 684,2c:23:a4:33:4c:11,171.44.37.255,RO69BGQC1775925207761521,2025-04-08 18:02:04,26146,879,463,1403053,a91f2cd8-8999-4c6c-a90b-a0e4727cfef6
Dorinel Toma,dorineltoma,dorineltoma@kappa.ro,5511223292355,1943-01-12,"Bulevardul Gheorghiu Nr. 88 Bl. 99  Sc. 34 Ap. 595, Ianca, 181923",0725 051 106,c4:ed:3e:95:31:eb,210.216.134.21,RO71ZFIW1717880487991167,2025-04-08 18:02:04,32176,878,188,337859,12e80d0e-4c7b-459d-90f2-7766f5a7998c
Petru Tomescu,petrutomescu,petrutomescu@gmail.com,8240127526651,1994-04-18,"Intrarea Dobre, Lipova, 500935",0253 883 931,9e:97:9d:61:c7:1d,209.60.13.77,RO74LHHP1139453746719417,2025-04-08 18:02:04,24330,867,178,1367736,8a8b4d92-6ca5-4432-82cf-31d5b60fc791
